service,path,entityset,rows,verdict,detail
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE,CatalogCollection,,ERROR,http 500  No service found for namespace /IWFND/; name CATALOGSERVICE; version 0001
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE,ServiceCollection,,ERROR,http 500  No service found for namespace /IWFND/; name CATALOGSERVICE; version 0001
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE,BestMatchingService(),,NOT_COUNTABLE,function/action import - not countable
/IWFND/SG_USER_SERVICE,/sap/opu/odata/iwfnd/USERSERVICE,AddressCollection,,ERROR,http 400 /IWFND/CM_MGW/051 Resource not found for the segment 'AddressCollection'
/IWFND/SG_USER_SERVICE,/sap/opu/odata/iwfnd/USERSERVICE,RoleCollection,,ERROR,http 400 /IWFND/CM_MGW/052 Enter a user name
/IWFND/SG_USER_SERVICE,/sap/opu/odata/iwfnd/USERSERVICE,UserCollection,276,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,AttachmentCollection,,ERROR,http 400  The collection AttachmentCollection is not addressable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,CommentCollection,,ERROR,http 400  The collection CommentCollection is not addressable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,ConsumerScenarioCollection,12,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,CustomAttributeCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,CustomAttributeDefinitionCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,FilterOptionCollection,61,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,NotificationCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,ProcessingLogCollection,,ERROR,http 400  The collection ProcessingLogCollection is not addressable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,ScenarioCollection,4,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SubscriptionCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SubstitutedUsersCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SubstitutesRuleCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SubstitutionProfileCollection,3,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SubstitutionRuleCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SystemInfoCollection,1,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,TaskCollection,1,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,TaskDefinitionCollection,1,DATA,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,TaskDescriptionCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,TaskObjectCollection,,NOT_COUNTABLE,Work item 000000000000 cannot be read
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,UIExecutionCollection,0,EMPTY,
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,UserInfoCollection,,ERROR,http 400  Accessing UserInfoCollection not supported
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,WorkflowLogCollection,,ERROR,http 400  The collection WorkflowLogCollection is not addressable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,AddComment(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,CancelResubmission(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,Claim(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,Confirm(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,Decision(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,DecisionOptions(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,DeleteSubstitutionRule(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,EnableSubstitutionRule(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,Forward(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,ReasonOptions(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,Release(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,Resubmit(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SearchUsers(),,NOT_COUNTABLE,function/action import - not countable
/IWPGW/TASKPROCESSING,/sap/opu/odata/iwpgw/TASKPROCESSING;v=0002,SetPriority(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,CreateTaskParametersSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,DLVHeadSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,DLVItemSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,HUHeadSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,HUItemSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,HUSingleItemSet,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,PODLVItemSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__CoverPageSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__CoverPage' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__Currencies,222,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__FileShareSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__FileShare' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__FormatSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__Format' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__HierarchySet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__Hierarchy' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__MyDocumentDescriptions,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__PDFFooterSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__PDFFooter' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__PDFHeaderSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__PDFHeader' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__PDFStandardSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__PDFStandard' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__SignatureSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__Signature' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__TableColumnsSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__TableColumns' not found
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__UnitsOfMeasure,392,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SAP__ValueHelpSet,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,SerialNumberSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_CT_T005,249,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_FV_xSCWMxDL_PRODUCTIONIND,7,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_FV_xSCWMxDO_FLP_STATUS,4,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_FV_xSCWMxDO_SER_STOCK,4,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_FV_xSCWMxDO_STOCK_DOCCAT,5,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_BUPAA,6527,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_BUPAP,6677,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_BUPAR,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_H_T006,392,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_VTZIANA,460,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSAPAPOxGENART,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCDLxITEMTYPE,6,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCMBxMDL_PROD_BASE,10000,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxBUPA_PARTYROLE_VENDOR,2862,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxDOCTYPE_PDI,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxH_BATCH_CLASS_LWC,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxH_BATCH_PROD,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_CAT,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_HUTYP,2,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_LGBER,55,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_LGNUM,1,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_LGPLA,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_LGPLA2,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_LGTYP,34,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_MATNR_ALTUOM,389,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_PMAT_ONLY,217,DATA,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_SRDSLDPLOCA,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSH_TSP,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,VL_SH_xSCWMxSIM_SHLP_MCCODE,0,EMPTY,
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,AssignSerialNumber(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,AssignSerialNumberRange(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,AutoPack(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,Check(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,CheckAndUpdate(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,ClearSerialNumber(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,CreateTask(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,CreateTaskManualInb(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,GoodsReceipt(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_DLV_SRV,/sap/opu/odata/scwm/SIMPLE_INB_DLV_SRV,ReverseGoodsReceipt(),,NOT_COUNTABLE,function/action import - not countable
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,DLVHeadSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,HUSingleItemSet,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,PODLVItemSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,POHeadSet,,ERROR,http 400  Select a warehouse number
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__CoverPageSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__CoverPage' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__Currencies,222,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__FileShareSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__FileShare' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__FormatSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__Format' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__HierarchySet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__Hierarchy' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__MyDocumentDescriptions,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__PDFFooterSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__PDFFooter' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__PDFHeaderSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__PDFHeader' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__PDFStandardSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__PDFStandard' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__SignatureSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__Signature' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__TableColumnsSet,,NOT_IMPLEMENTED,http 500  Data object 'SAP__TableColumns' not found
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__UnitsOfMeasure,392,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,SAP__ValueHelpSet,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_CT_T005,249,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSAPAPOxGENART,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCDLxTYPE,4,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCMBxMDL_PROD_BASE,10000,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxBUPA_PARTYROLE_VENDOR,2862,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxH_BATCH_CLASS_LWC,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxH_BATCH_PROD,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxSH_HUTYP,2,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxSH_LGNUM,1,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxSH_MATNR_ALTUOM,389,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxSH_PMAT_ONLY,217,DATA,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxSH_PROD_FUZZY,0,EMPTY,
/SCWM/SIMPLE_INB_PO_SRV,/sap/opu/odata/scwm/SIMPLE_INB_PO_SRV,VL_SH_xSCWMxSH_TSP,0,EMPTY,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,Annotations,1710,DATA,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,CatalogCollection,1,DATA,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,EntitySetCollection,,ERROR,http 0  timed out
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,RecommendedServiceCollection,1345,DATA,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ScopedServiceCollection,10,DATA,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ServiceCollection,1345,DATA,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ServiceNames,,ERROR,http 400 /IWFND/CM_MGW/051 Resource not found for the segment 'ServiceNames'
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ServiceTypeForHUBServices,,ERROR,http 400 /IWFND/CM_MGW/051 Resource not found for the segment 'ServiceTypeForHUBServices'
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,TagCollection,12094,DATA,
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,Vocabularies,,ERROR,http 400 /IWFND/CM_MGW/051 Resource not found for the segment 'Vocabularies'
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,BestMatchingRecommendedSrv(),,NOT_COUNTABLE,function/action import - not countable
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,BestMatchingScopedSrv(),,NOT_COUNTABLE,function/action import - not countable
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,BestMatchingService(),,NOT_COUNTABLE,function/action import - not countable
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ClearMetadataCacheForService(),,NOT_COUNTABLE,function/action import - not countable
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ClearMetadataCacheRecommendedSrv(),,NOT_COUNTABLE,function/action import - not countable
/IWFND/SG_MED_CATALOG,/sap/opu/odata/iwfnd/CATALOGSERVICE;v=0002,ClearMetadataCacheScopedSrv(),,NOT_COUNTABLE,function/action import - not countable
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,catalogSet,2450,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,createdBySet,1,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,displayFormatSet,5,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,displayOptionSet,,NOT_IMPLEMENTED,http 501  Method 'DISPLAYOPTIONSET_GET_ENTITYSET' not implemented in data provider class
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,mergeIdSet,2,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,modifiedBySet,1,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,pageSet,1,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,pageTemplateSet,1,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,roleSet,0,EMPTY,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,sectionSet,3,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,spaceSet,,FORBIDDEN,Access to Spaces only via Pages
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,tileTypeSet,63,DATA,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,vizOptionSet,,NOT_IMPLEMENTED,http 501  Method 'VIZOPTIONSET_GET_ENTITYSET' not implemented in data provider class
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,vizReferenceHierarchySet,,NOT_IMPLEMENTED,http 501  Method 'VIZREFERENCEHIER_GET_ENTITYSET' not implemented in data provider class
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,vizReferenceSet,0,EMPTY,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,vizSet,0,EMPTY,
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,copyPage(),,NOT_COUNTABLE,function/action import - not countable
/UI2/FDM_PAGE_REPOSITORY_SRV,/sap/opu/odata/ui2/FDM_PAGE_REPOSITORY_SRV,createFromTemplate(),,NOT_COUNTABLE,function/action import - not countable
